discount rate 0,discount rate 1,A.0_ID flood wave shape,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,0_RfR 0,0_RfR 1,1_RfR 0,1_RfR 1,2_RfR 0,2_RfR 1,3_RfR 0,3_RfR 1,4_RfR 0,4_RfR 1,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.5_DikeIncrease 0,A.5_DikeIncrease 1,EWS_DaysToThreat,scenario,policy,model,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,885,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,886,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,887,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,888,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,889,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,890,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,891,dikesnet,30856077.844874796,393051496.61485,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,892,dikesnet,30856077.844874796,487017078.3816846,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,6.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,893,dikesnet,30856077.844874796,425458489.1065051,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,0.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,894,dikesnet,30856077.844874796,375414128.651178,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,6.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,895,dikesnet,9205611.760324344,462801945.14317876,0.0,0.0,0.005511610820390767
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,1.0,0.0,1.0,8.0,5.0,0.0,reference,896,dikesnet,42357242.592788056,430830125.9842889,0.0,0.0,0.07441306489673694
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,2.0,1.0,8.0,5.0,0.0,reference,897,dikesnet,22723059.25572536,452999571.10938376,0.0,0.0,0.0457503870809717
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,0.0,reference,898,dikesnet,30856077.844874796,445228136.11413443,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,4.0,5.0,0.0,reference,899,dikesnet,30856077.844874796,424106654.5421081,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,3.0,0.0,reference,900,dikesnet,30856077.844874796,436952351.63562703,0.0,0.0,0.05041184976249026
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,2.0,8.0,4.0,1.0,7.0,0.0,1.0,8.0,5.0,2.0,reference,901,dikesnet,30856077.844874796,445228136.11413443,0.0,1438.6588116928629,0.007561777464373539
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,902,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,903,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,904,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,905,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,906,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,907,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,908,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,909,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,910,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,911,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,912,dikesnet,2571965.0992089673,381927568.1039444,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,913,dikesnet,2571965.0992089673,287961986.3371098,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,8.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,914,dikesnet,2571965.0992089673,337353487.7239852,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,4.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,915,dikesnet,2571965.0992089673,387397848.17931235,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,1.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,916,dikesnet,33641344.39614028,307181294.19729364,0.0,1337.979529823021,0.010408773111000656
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,7.0,2.0,1.0,4.0,3.0,2.0,reference,917,dikesnet,2571965.0992089673,339153113.3561836,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,0.0,1.0,4.0,3.0,2.0,reference,918,dikesnet,9205611.760324344,314349745.0578619,0.0,570.0106631088179,0.0008267416230586151
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,919,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,8.0,3.0,2.0,reference,920,dikesnet,2571965.0992089673,342201901.4397349,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,5.0,2.0,reference,921,dikesnet,2571965.0992089673,329356204.3462159,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,0.0,reference,922,dikesnet,2571965.0992089673,322121180.0531112,0.0,0.0,0.001693207884439205
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,6.0,0.0,6.0,1.0,2.0,1.0,4.0,3.0,2.0,reference,923,dikesnet,2571965.0992089673,322121180.0531112,0.0,146.3487282920383,0.00025398118266588076
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,924,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,925,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,926,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,927,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,928,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,929,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,930,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,931,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,932,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,933,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,934,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,935,dikesnet,8288309.418298291,427657824.7977623,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,936,dikesnet,8288309.418298291,352668434.6408876,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,1.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,937,dikesnet,14617131.861312337,371928264.4908508,0.0,761.774432987304,0.002373239419884692
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,5.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,938,dikesnet,8288309.418298291,354169597.7174556,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,1.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,939,dikesnet,28167231.979897108,372701488.35630465,0.0,1139.121188291087,0.008418258924630394
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,6.0,5.0,6.0,3.0,0.0,2.0,reference,940,dikesnet,8288309.418298291,399287675.10983825,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,7.0,6.0,3.0,0.0,2.0,reference,941,dikesnet,8288309.418298291,392222680.9168824,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,2.0,reference,942,dikesnet,8288309.418298291,387994877.2341769,0.0,449.86792946963453,0.0013419075406377065
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,9.0,0.0,2.0,reference,943,dikesnet,2130857.2086894773,410757353.908679,0.0,103.55091003943946,0.00036289365982368395
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,8.0,2.0,reference,944,dikesnet,2130857.2086894773,441598416.6151521,0.0,103.55091003943946,0.00036289365982368395
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,7.0,3.0,9.0,6.0,2.0,5.0,6.0,3.0,0.0,0.0,reference,945,dikesnet,8288309.418298291,387994877.2341769,0.0,0.0,0.008946050270918042
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,946,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,947,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,948,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,949,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,950,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,951,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,952,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,953,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,1.0,5.0,1.0,6.0,7.0,6.0,9.0,8.0,0.0,reference,954,dikesnet,30335662.970559575,426375788.72536683,0.0,0.0,0.05402553278164799
