discount rate 0,discount rate 1,A.0_ID flood wave shape,A.1_Bmax,A.1_pfail,A.1_Brate,A.2_Bmax,A.2_pfail,A.2_Brate,A.3_Bmax,A.3_pfail,A.3_Brate,A.4_Bmax,A.4_pfail,A.4_Brate,A.5_Bmax,A.5_pfail,A.5_Brate,0_RfR 0,0_RfR 1,1_RfR 0,1_RfR 1,2_RfR 0,2_RfR 1,3_RfR 0,3_RfR 1,4_RfR 0,4_RfR 1,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.5_DikeIncrease 0,A.5_DikeIncrease 1,EWS_DaysToThreat,scenario,policy,model,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,2.0,4.0,0.0,6.0,1.0,2.0,reference,1600,dikesnet,16919359.303407047,299662239.3442218,0.0,830.9148271142176,0.002788451078141339
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,7.0,2.0,0.0,6.0,1.0,2.0,reference,1601,dikesnet,16919359.303407047,311557938.7298348,0.0,830.9148271142176,0.002788451078141339
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,7.0,4.0,0.0,6.0,1.0,2.0,reference,1602,dikesnet,16919359.303407047,313921053.87247807,0.0,830.9148271142176,0.002788451078141339
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,7.0,4.0,0.0,4.0,1.0,2.0,reference,1603,dikesnet,16919359.303407047,305033831.7536081,0.0,830.9148271142176,0.002788451078141339
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,7.0,4.0,0.0,6.0,1.0,2.0,reference,1604,dikesnet,16919359.303407047,313921053.87247807,0.0,830.9148271142176,0.002788451078141339
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,7.0,4.0,0.0,6.0,1.0,2.0,reference,1605,dikesnet,16919359.303407047,313921053.87247807,0.0,830.9148271142176,0.002788451078141339
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1606,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1607,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1608,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1609,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1610,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1611,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1612,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1613,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1614,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1615,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1616,dikesnet,3745708.489288206,320204035.99614006,0.0,215.81712535958735,0.00036511204557052886
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1617,dikesnet,75463723.93655375,263102789.11530972,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1618,dikesnet,84081538.02133417,213325693.29995763,0.0,1407.7647652959104,0.010456690884641273
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1619,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,5.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1620,dikesnet,75463723.93655375,259619458.97967,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,7.0,2.0,0.0,4.0,1.0,2.0,reference,1621,dikesnet,75463723.93655375,270145660.24034154,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,4.0,0.0,4.0,1.0,2.0,reference,1622,dikesnet,73590869.69190964,258721097.6018157,0.0,892.2440300171515,0.008731169451222294
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1623,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,6.0,1.0,2.0,reference,1624,dikesnet,75463723.93655375,265245204.57804236,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1625,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1626,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,8.0,0.0,4.0,2.0,2.0,0.0,4.0,1.0,2.0,reference,1627,dikesnet,75463723.93655375,256357982.45917243,0.0,1000.1525926969452,0.008913725474007558
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1628,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1629,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1630,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1631,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1632,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1633,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1634,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1635,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1636,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1637,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1638,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1639,dikesnet,56187498.75009813,353349615.2973395,0.0,0.0,0.11450474065459247
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1640,dikesnet,183606675.1353271,260701113.62458864,0.0,0.0,0.18946736263250452
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1641,dikesnet,129665860.57949057,268224618.1363825,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1642,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,9.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1643,dikesnet,85947809.43479298,341832574.9985076,0.0,0.0,0.06932206610568058
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,7.0,9.0,5.0,1.0,6.0,0.0,reference,1644,dikesnet,118048464.58451079,305449758.25826937,0.0,0.0,0.13788724283025644
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,7.0,5.0,1.0,6.0,0.0,reference,1645,dikesnet,129665860.57949057,288540192.0469502,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1646,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,9.0,6.0,0.0,reference,1647,dikesnet,129665860.57949057,334317346.2454758,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1648,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,5.0,0.0,2.0,9.0,5.0,1.0,6.0,0.0,reference,1649,dikesnet,129665860.57949057,293396014.71875054,0.0,0.0,0.16200484422182657
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1650,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1651,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1652,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1653,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1654,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1655,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1656,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1657,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1658,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1659,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1660,dikesnet,147181739.38381928,336341735.00006306,0.0,0.0,0.11641559268296389
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1661,dikesnet,2130857.2086894773,428990236.6728139,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,6.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1662,dikesnet,0.0,415485637.7693887,0.0,0.0,0.0
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1663,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,0.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1664,dikesnet,46700959.96380782,337621475.62362194,0.0,0.0,0.09280643032851359
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,2.0,7.0,5.0,9.0,6.0,0.0,reference,1665,dikesnet,2130857.2086894773,374004292.3638602,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,9.0,5.0,9.0,6.0,0.0,reference,1666,dikesnet,2130857.2086894773,395170063.85882086,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1667,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,1.0,6.0,0.0,reference,1668,dikesnet,34461831.99240681,349392909.6602953,0.0,0.0,0.0360737198207642
3.5,3.5,4.0,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,190.0,0.5,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,5.0,9.0,7.0,7.0,5.0,9.0,6.0,0.0,reference,1669,dikesnet,2130857.2086894773,390314241.18702054,0.0,0.0,0.002419291065491226
